Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,269,0,180.0,231.89864052044624,122.10470000000129,753.2459999999971,24317.0,2.267544863258658,0.0,180,190,230,300,430,500,540,630,750,750,750
GET,/2023/06/15/post2/,306,0,130.0,152.6439748366011,81.25770000000898,610.2259000000032,27794.0,2.579437651141819,0.0,130,130,140,150,270,370,400,500,610,610,610
GET,/2023/06/17/post1/,312,0,130.0,160.8814858974358,85.05239999999503,590.1905999999997,23648.0,2.630014859987737,0.0,130,130,140,150,330,410,460,510,590,590,590
GET,/2023/06/17/post3/,296,0,130.0,161.64017466216214,79.68769999999381,721.3265999999976,23459.0,2.495142303065289,0.0,130,130,140,150,350,390,450,490,720,720,720
,Aggregated,1183,0,130.0,175.08901597633118,79.68769999999381,753.2459999999971,24825.25528317836,9.972139677453503,0.0,130,160,180,190,360,410,500,530,720,750,750
