Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,5281,470,230.0,453.4051777665213,6.092409000018506,5126.503837999962,22383.80855898504,58.56270851896764,5.211981254291761,230,570,690,760,1000,1300,2600,3400,4600,5100,5100
GET,/2023/06/15/post2/,5147,470,210.0,467.64834570040813,1.9927870000060466,5127.764113000012,25448.724888284436,57.0767393954036,5.211981254291761,210,570,720,800,1100,1400,2700,3700,4700,5100,5100
GET,/2023/06/17/post1/,5234,430,220.0,455.617788023882,13.77135399997087,5007.972235000011,21875.394726786395,58.04151039353846,4.768408381586079,220,570,700,790,1000,1300,2500,3300,4800,5000,5000
GET,/2023/06/17/post3/,5159,480,190.0,460.40237449932056,3.5373410000261174,5127.624859000036,21476.827292110873,57.20981125721531,5.322874472468182,190,560,710,790,1100,1400,2600,3400,4800,5100,5100
,Aggregated,20821,1850,210.0,459.2160862429312,1.9927870000060466,5127.764113000012,22788.926948753662,230.890769565125,20.51524536263778,210,560,700,780,1100,1400,2600,3400,4800,5100,5100
